Accident_Index;longitude;latitude;Police_Force;Accident_Severity;Number_of_Vehicles;Number_of_Casualties;Day_of_Week;Time;Local_Authority_(District);Local_Authority_(Highway);1st_Road_Class;1st_Road_Number;Road_Type;Speed_limit;Junction_Detail;Junction_Control;2nd_Road_Class;2nd_Road_Number;Pedestrian_Crossing-Human_Control;Pedestrian_Crossing-Physical_Facilities;Light_Conditions;Weather_Conditions;Road_Surface_Conditions;Special_Conditions_at_Site;Carriageway_Hazards;Urban_or_Rural_Area;Did_Police_Officer_Attend_Scene_of_Accident;LSOA_of_Accident_Location;Date
23346;7.759.663.193;1.299.573.851;1;3;2;1;5;22:52;26;E09000017;6;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01002501;22/09/2018
23347;776.543.182;1.301.078.409;1;3;3;1;6;13:50;26;E09000017;3;408;3;30;6;2;3;408;0;5;1;1;1;0;0;1;1;E01002532;07/10/2018
23348;7.757.606.455;1.300.721.803;1;3;2;1;1;13:25;26;E09000017;1;25;3;40;0;-1;-1;0;0;0;1;1;1;4;0;2;1;E01002444;09/10/2018
23349;7.761.625.756;1.300.457.732;1;3;3;1;5;13:10;26;E09000017;1;25;3;40;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01002444;06/10/2018
23350;7.762.313.954;1.300.648.942;1;3;2;1;7;11:00;26;E09000017;3;437;6;30;1;4;6;0;0;0;1;1;1;0;0;1;1;E01002406;24/09/2018
23351;7.764.259.338;1.300.144.924;1;3;1;1;5;14:50;26;E09000017;3;4020;3;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002401;06/10/2018
23352;7.752.750.312;1.303.761.443;1;3;1;1;4;23:50;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;6;2;2;0;7;2;1;E01002441;12/10/2018
23353;7.762.121.519;1.299.627.973;1;3;1;1;6;16:20;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002412;30/09/2018
23354;7.750.867.334;1.300.816.958;1;3;2;1;3;07:55;26;E09000017;3;3044;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01002446;13/09/2018
23355;7.755.534.984;1.297.014.052;1;2;2;1;3;17:25;26;E09000017;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002551;06/09/2018
23356;7.751.295.131;1.297.039.151;1;2;2;1;6;13:25;26;E09000017;4;472;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002485;16/09/2018
23357;7.751.844.889;1.304.308.367;1;3;2;1;4;14:49;26;E09000017;3;408;3;50;7;2;3;408;0;0;1;2;2;0;3;1;1;E01002486;12/10/2018
23358;7.751.639.165;1.299.834.436;1;3;2;1;2;12:15;26;E09000017;3;40;3;70;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002454;05/09/2018
23359;7.754.117.287;1.296.696.289;1;3;1;1;7;15:45;26;E09000017;3;4020;3;40;7;2;3;437;0;5;1;1;1;0;0;1;1;E01002410;17/09/2018
23360;7.759.500.503;1.299.822.061;1;3;2;1;7;16:50;26;E09000017;3;408;1;30;1;2;3;408;0;5;1;1;1;0;0;1;2;E01002528;08/10/2018
23361;7.766.061.614;1.299.478.106;1;3;2;1;2;17:46;26;E09000017;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002456;03/10/2018
23362;7.758.458.528;1.296.959.424;1;3;1;1;5;17:17;26;E09000017;6;0;6;30;8;4;6;0;0;0;1;1;1;0;0;1;1;E01002542;13/10/2018
23363;7.762.072.273;1.298.327.047;1;3;3;1;2;18:22;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002484;15/08/2018
23364;7.753.168.209;129.934.243;1;3;3;1;6;21:26;26;E09000017;3;4020;3;40;0;-1;-1;0;0;0;4;1;2;0;0;1;1;E01002510;21/10/2018
23365;7.756.318.635;130.413.516;1;2;2;1;5;19:00;26;E09000017;3;437;3;40;6;2;4;466;0;5;1;1;1;0;0;2;2;E01002513;01/09/2018
23366;7.753.181.522;1.300.194.552;1;3;1;1;5;17:05;26;E09000017;4;464;6;30;3;4;3;437;0;0;1;1;1;0;0;1;1;E01002490;06/10/2018
23367;775.728.875;1.299.763.508;1;3;2;1;1;09:42;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002398;16/10/2018
23368;7.753.328.166;1.303.857.785;1;3;2;3;7;16:00;26;E09000017;3;4020;3;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002504;15/10/2018
23369;7.765.744.791;1.298.042.615;1;3;2;1;3;18:13;26;E09000017;1;25;7;30;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01002444;30/08/2018
23370;775.240.018;1.297.784.406;1;3;2;1;3;20:43;26;E09000017;3;437;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01002448;11/10/2018
23371;7.765.782.433;1.298.642.855;1;3;2;1;1;17:15;26;E09000017;1;25;7;30;0;-1;-1;0;0;0;1;1;1;0;0;2;2;E01002444;28/08/2018
23372;77.519.421;129.711.494;1;3;2;2;7;16:00;26;E09000017;4;466;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002535;27/08/2018
23373;7.766.446.456;1.298.286.904;1;3;2;1;3;17:44;26;E09000017;3;4020;3;40;0;-1;-1;0;0;0;1;1;2;0;0;1;1;E01002546;11/10/2018
23374;7.756.266.065;1.297.009.813;1;2;2;1;3;09:45;26;E09000017;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002415;18/10/2018
23375;7.753.046.781;1.298.085.989;1;2;1;1;5;14:50;26;E09000017;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002488;20/10/2018
23376;7.754.035.558;1.301.785.421;1;2;2;2;6;11:49;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;2;2;0;0;1;1;E01002535;28/10/2018
23377;7.762.189.309;1.303.682.753;1;3;2;1;5;18:10;26;E09000017;1;25;1;30;1;4;1;25;0;0;1;1;1;0;0;2;1;E01016482;22/09/2018
23378;7.766.250.771;1.300.910.828;1;3;2;2;5;17:45;26;E09000017;3;408;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01002523;29/09/2018
23379;7.753.807.629;1.301.007.684;1;3;2;1;5;12:50;26;E09000017;3;4020;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002457;15/09/2018
23380;7.762.630.184;1.304.732.213;1;2;2;1;2;19:00;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002509;10/10/2018
23381;7.756.517.096;1.302.117.259;1;3;1;1;1;16:24;26;E09000017;3;4180;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002475;25/09/2018
23382;776.335.399;1.303.656.569;1;3;2;1;7;12:20;26;E09000017;5;0;6;30;2;4;5;0;0;0;1;1;1;0;0;2;1;E01002439;08/10/2018
23383;7.751.083.156;130.101.341;1;3;2;2;3;15:30;26;E09000017;3;4180;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002538;20/09/2018
23384;7.752.977.291;1.301.343.072;1;3;1;1;4;12:56;26;E09000017;4;472;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002481;28/09/2018
23385;776.261.248;1.299.016.564;1;3;1;1;7;23:00;26;E09000017;3;408;6;60;0;-1;-1;0;0;0;4;1;1;0;7;1;1;E01002446;22/10/2018
23386;775.108.187;1.297.000.034;1;3;2;2;6;04:30;26;E09000017;3;4;3;40;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002444;23/09/2018
23387;7.764.648.433;1.297.750.326;1;3;2;1;2;14:48;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;2;2;0;0;2;1;E01002444;24/10/2018
23388;7.759.399.895;1.298.180.002;1;3;2;1;6;13:42;26;E09000017;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002500;23/09/2018
23389;7.752.996.194;1.298.869.857;1;2;1;1;7;22:45;29;E09000015;3;404;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01002185;24/09/2018
23390;7.764.477.964;129.920.031;1;3;1;1;6;08:50;26;E09000017;4;483;3;30;0;-1;-1;0;0;4;1;2;2;0;0;1;1;E01002515;21/10/2018
23391;7.756.908.542;1.303.183.275;1;3;1;1;7;13:03;26;E09000017;3;4020;3;40;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002510;24/09/2018
23392;7.752.972.621;1.299.585.558;1;3;2;2;7;07:53;26;E09000017;3;404;6;30;3;2;3;404;0;0;1;1;2;0;0;1;1;E01002475;22/10/2018
23393;7.759.958.885;129.753.672;1;3;2;1;4;17:18;26;E09000017;3;4180;6;30;3;4;3;4180;0;0;1;1;1;0;0;1;1;E01002539;05/10/2018
23394;7.756.065.846;1.301.074.955;1;3;2;1;6;18:15;26;E09000017;5;0;6;30;0;-1;-1;0;0;5;1;1;1;0;0;1;1;E01002470;07/10/2018
23395;7.767.395.754;130.127.387;1;2;1;1;1;14:50;26;E09000017;3;4;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002444;09/10/2018
23396;7.763.673.037;129.669.317;1;3;1;1;7;20:59;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;4;2;2;0;0;1;1;E01002531;08/10/2018
23397;7.753.970.661;1.299.318.306;1;3;3;1;5;05:36;26;E09000017;5;0;6;30;3;4;6;0;0;0;4;2;2;0;0;1;1;E01002501;13/10/2018
23398;7.766.095.898;1.299.660.726;1;3;2;1;4;08:20;26;E09000017;3;40;3;70;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01002512;28/09/2018
23399;7.753.544.398;1.301.293.941;1;3;2;1;1;19:05;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;4;2;2;0;0;1;1;E01002529;16/10/2018
23400;7.664.446.994;8.874.158.228;1;3;2;1;2;18:28;26;E09000017;3;4180;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002499;17/10/2018
23401;7.669.823.182;8.887.559.233;1;3;2;1;4;12:50;26;E09000017;3;4180;6;30;3;2;6;0;0;5;1;2;2;0;0;1;1;E01002499;19/10/2018
23402;766.889.724;8.886.716.143;1;3;3;2;5;08:20;26;E09000017;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002419;20/10/2018
23403;7.669.788.334;8.878.393.197;1;3;5;3;4;19:05;26;E09000017;3;437;3;60;5;4;3;437;0;0;4;1;1;0;0;2;1;E01002513;26/10/2018
23404;7.667.884.109;8.878.412.945;1;3;2;1;4;19:37;26;E09000017;5;0;6;30;0;-1;-1;0;0;5;4;1;1;0;0;1;1;E01002503;26/10/2018
23405;7.665.176.833;8.887.808.471;1;3;3;1;4;17:40;26;E09000017;3;40;3;70;0;-1;-1;0;0;0;1;1;1;0;0;2;2;E01002461;07/09/2018
23406;7.663.752.811;8.866.863.031;1;3;2;1;3;16:53;26;E09000017;4;466;6;30;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01002452;11/10/2018
23407;7.663.915.794;8.865.189.423;1;3;2;1;5;06:20;26;E09000017;3;437;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002516;27/10/2018
23408;766.619.443;888.426.265;1;3;1;1;6;01:50;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002430;28/10/2018
23409;7.666.065.062;8.866.563.457;1;3;2;1;3;22:05;26;E09000017;3;4;6;30;8;4;6;0;0;0;4;1;1;0;0;1;1;E01002447;05/07/2018
23410;7.661.773.456;8.871.499.659;1;3;2;1;7;10:27;26;E09000017;3;4020;3;40;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002396;22/10/2018
23411;7.666.556.364;8.881.321.958;1;3;2;1;3;22:30;26;E09000017;3;4180;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002467;25/10/2018
23412;7.662.992.181;8.864.933.449;1;3;2;1;1;19:30;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002468;30/10/2018
23413;766.454.864;8.869.425.853;1;3;1;1;7;21:40;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002531;15/10/2018
23414;7.661.147.713;8.865.087.407;1;3;2;1;4;10:20;26;E09000017;1;25;3;40;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01002444;26/10/2018
23415;7.663.154.857;8.892.894.726;1;3;1;1;6;21:00;26;E09000017;3;4020;6;30;3;2;3;4020;0;5;4;2;2;0;0;1;1;E01002521;28/10/2018
23416;7.666.113.114;8.871.118.364;1;3;2;1;3;15:50;26;E09000017;3;408;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01002446;04/10/2018
23417;7.661.233.322;8.876.506.224;1;3;3;3;6;08:12;26;E09000017;4;466;6;30;0;-1;-1;0;0;1;1;2;2;0;0;1;1;E01002433;28/10/2018
23418;7.662.324.724;88.851.713;1;3;3;2;6;22:45;26;E09000017;1;4;3;70;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002447;28/10/2018
23419;7.664.283.432;8.867.016.219;1;3;3;1;4;20:08;26;E09000017;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002497;21/09/2018
23420;7.665.776.587;8.877.566.142;1;3;2;1;5;10:50;26;E09000017;4;483;1;30;1;4;3;4020;0;0;1;1;1;0;0;1;2;E01002515;29/09/2018
23421;7.661.073.656;886.703.798;1;3;1;1;7;12:30;26;E09000017;5;0;6;30;3;4;5;0;0;0;1;1;1;0;0;2;1;E01002440;29/10/2018
23422;7.662.882.097;8.893.848.296;1;3;2;1;7;09:56;26;E09000017;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002522;29/10/2018
23423;766.369.835;8.885.187.093;1;3;2;1;1;11:55;26;E09000017;3;437;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002513;30/10/2018
23424;7.668.877.341;8.876.521.843;1;3;2;2;3;16:16;26;E09000017;5;0;6;30;3;3;6;0;0;0;1;1;1;0;0;1;1;E01002466;01/11/2018
23425;7.663.450.117;8.876.700.233;1;3;2;1;2;15:30;26;E09000017;4;466;6;30;0;-1;-1;0;0;0;1;2;2;0;0;1;1;E01002480;24/10/2018
23426;7.664.018.971;8.894.078.846;1;3;1;1;5;12:05;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01002526;27/10/2018
23427;7.663.069.218;8.895.496.673;1;3;2;1;2;20:37;26;E09000017;1;4;3;70;0;-1;-1;0;0;0;4;1;1;0;0;1;2;E01002443;03/10/2018
23428;7.668.419.949;8.877.263.588;1;3;2;1;4;05:50;26;E09000017;4;472;6;30;3;4;6;0;0;0;4;1;1;0;0;1;2;E01002485;14/09/2018
23429;7.665.146.872;8.872.478.082;1;3;2;1;2;23:00;26;E09000017;1;4;3;50;0;-1;-1;0;0;0;4;2;2;0;0;1;1;E01002486;31/10/2018
23430;7.669.568.868;8.877.448.897;1;3;2;2;3;09:39;26;E09000017;3;408;3;30;3;2;3;408;0;5;1;1;1;0;0;1;1;E01002532;01/11/2018
23431;7.668.533.014;8.864.894.253;1;3;2;1;6;17:10;26;E09000017;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01002393;23/09/2018
23432;7.667.480.331;8.865.488.178;1;3;2;1;4;18:10;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01002470;26/10/2018
23433;7.665.960.322;889.150.343;1;3;2;1;3;12:47;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002524;01/11/2018
23434;7.662.203.204;889.287.105;1;3;2;3;7;22:28;26;E09000017;3;4;3;30;7;2;6;0;0;5;4;1;1;0;0;1;1;E01002443;09/07/2018
23435;766.216.184;8.895.056.142;1;2;2;1;2;09:35;26;E09000017;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002483;07/11/2018
23436;7.663.779.771;8.894.096.797;1;3;2;1;7;12:00;26;E09000017;5;0;1;30;1;4;5;0;0;0;1;1;1;0;0;1;2;E01002412;08/10/2018
23437;7.669.218.575;8.883.505.059;1;3;2;2;2;10:17;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002533;07/11/2018
23438;7.668.103.061;8.878.902.756;1;3;3;2;3;15:52;26;E09000017;3;40;3;70;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002454;08/11/2018
23439;7.666.966.862;8.881.422.268;1;3;2;6;3;08:09;26;E09000017;6;0;6;30;3;4;6;0;0;1;1;1;1;0;0;1;1;E01002472;08/11/2018
23440;7.669.927.491;8.867.250.818;1;3;2;3;3;17:10;26;E09000017;1;25;3;40;0;-1;-1;0;0;0;4;1;1;4;0;2;1;E01002444;08/11/2018
23441;7.663.227.743;8.893.830.633;1;3;1;1;4;00:25;26;E09000017;5;0;3;30;6;2;3;4020;0;5;4;2;2;0;0;1;1;E01002410;09/11/2018
23442;7.669.815.491;88.932.595;1;3;1;1;4;16:45;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01002440;16/11/2018
23443;7.666.120.424;8.889.184.076;1;3;2;1;6;17:30;26;E09000017;3;312;3;50;5;4;3;4020;0;0;4;4;1;0;0;1;1;E01002505;11/11/2018
23444;7.669.622.449;8.870.273.048;1;3;3;1;5;11:08;26;E09000017;6;0;6;30;6;4;6;0;0;0;1;1;2;0;0;1;1;E01002498;03/11/2018
23445;7.662.192.439;8.890.197.925;1;3;2;1;1;21:40;26;E09000017;4;466;6;30;3;4;4;466;0;0;4;2;2;0;0;1;1;E01002480;06/11/2018
23446;7.662.749.893;8.880.381.731;1;3;1;1;4;09:10;26;E09000017;3;408;6;30;3;2;3;4020;0;5;1;1;1;0;0;1;1;E01002521;16/11/2018
23447;7.669.773.873;8.883.763.178;1;3;1;2;2;17:52;26;E09000017;5;0;6;30;3;4;3;4020;0;0;5;1;1;0;0;1;1;E01002508;07/11/2018
23448;7.665.157.896;8.892.727.298;1;3;2;1;7;16:55;26;E09000017;5;0;6;30;6;2;5;0;0;5;4;1;4;0;0;1;1;E01002417;19/11/2018
23449;7.665.713.025;8.874.348.159;1;3;2;2;4;19:56;26;E09000017;1;4;1;50;1;2;3;408;0;0;4;1;1;0;0;1;1;E01002446;09/11/2018
23450;7.666.159.656;8.864.733.714;1;3;2;1;3;17:21;26;E09000017;3;40;7;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002499;08/11/2018
23451;7.669.247.164;8.894.999.922;1;3;2;1;5;09:30;26;E09000017;3;4020;6;30;6;4;4;465;0;0;1;2;2;0;0;1;1;E01002409;10/11/2018
23452;7.666.989.853;8.880.213.001;1;3;2;2;4;17:25;26;E09000017;1;4;3;70;0;-1;-1;0;0;0;1;2;2;0;0;1;1;E01002443;12/10/2018
23453;7.667.266.693;8.875.153.437;1;3;2;1;5;09:45;26;E09000017;3;3044;3;50;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01002444;27/10/2018
23454;7.669.125.013;8.879.962.272;1;3;2;1;4;08:12;26;E09000017;1;4;3;50;1;4;1;4;0;0;1;1;1;0;0;1;1;E01002447;09/11/2018
23455;7.667.968.887;8.867.181.219;1;2;2;1;2;07:32;26;E09000017;3;40;3;50;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002499;14/11/2018
23456;766.091.897;8.880.233.992;1;2;2;2;2;08:21;26;E09000017;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002451;07/11/2018
23457;766.817.293;8.885.294.923;1;3;2;1;2;07:05;26;E09000017;6;0;1;30;1;4;6;0;0;0;1;1;1;0;0;1;2;E01002526;07/11/2018
23458;7.665.884.988;8.878.206.687;1;3;2;1;2;14:00;26;E09000017;1;4;3;40;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01002527;31/10/2018
23459;7.665.470.874;889.481.902;1;3;2;1;1;10:05;26;E09000017;3;4;3;40;6;2;6;0;0;0;1;1;2;0;0;1;1;E01002443;20/11/2018
23460;7.663.627.584;8.878.656.634;1;2;3;1;5;06:30;26;E09000017;6;0;6;30;3;4;6;0;0;0;5;1;1;0;0;1;1;E01002397;17/11/2018
23461;7.667.868.576;8.868.976.467;1;3;3;2;1;14:43;26;E09000017;3;4;3;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002443;13/11/2018
23462;766.756.461;8.887.866.936;1;3;3;1;2;08:45;26;E09000017;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002393;07/11/2018
23463;7.663.848.743;8.891.901.139;1;3;1;1;4;06:32;26;E09000017;3;40;7;30;0;-1;-1;0;0;0;4;7;2;0;0;2;1;E01002461;23/11/2018
23464;7.667.727.862;8.884.029.797;1;3;1;1;1;14:30;26;E09000017;5;0;6;30;0;-1;-1;0;0;4;1;1;4;0;0;1;1;E01002414;20/11/2018
23465;766.261.389;8.895.599.655;1;3;1;1;3;16:00;26;E09000017;5;0;1;30;1;4;5;0;0;0;1;1;1;0;0;1;1;E01002404;22/11/2018
23466;7.666.390.757;887.726.783;1;3;1;1;6;08:10;26;E09000017;3;4020;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002504;18/11/2018
23467;7.667.359.951;8.864.604.636;1;3;1;1;1;15:24;26;E09000017;4;469;6;30;3;4;6;0;0;1;1;1;1;0;0;1;1;E01002478;13/11/2018
23468;7.665.169.636;8.883.707.814;1;3;2;1;4;22:30;26;E09000017;3;408;1;30;1;4;3;408;0;0;4;1;2;4;0;1;1;E01002486;23/11/2018
23469;7.661.877.659;886.590.909;1;3;1;1;4;18:18;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002533;23/11/2018
23470;7.668.324.273;8.875.133.983;1;3;2;1;6;17:49;26;E09000017;6;0;6;30;3;4;3;404;0;0;4;1;1;0;0;1;1;E01002475;18/11/2018
23471;766.424.896;8.891.701.618;1;2;2;1;6;16:38;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002470;18/11/2018
23472;7.664.939.756;8.875.201.924;1;3;1;1;3;17:20;26;E09000017;6;0;6;30;3;4;3;4180;0;0;1;1;1;0;0;1;1;E01002535;22/11/2018
23473;7.664.027.888;8.883.957.133;1;3;2;1;1;06:50;26;E09000017;1;4;3;70;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01002446;13/11/2018
23474;7.667.112.468;8.870.566.378;1;3;2;1;2;07:15;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01002505;14/11/2018
23475;7.664.341.801;8.876.652.757;1;3;2;1;7;15:40;26;E09000017;3;408;1;30;1;4;3;408;0;0;1;1;1;0;0;1;2;E01002486;26/11/2018
23476;7.667.388.974;8.895.982.211;1;2;2;1;3;18:20;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01002506;15/11/2018
23477;7.663.250.143;8.871.661.959;1;3;2;1;7;12:11;26;E09000017;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002496;05/11/2018
23478;7.669.822.539;8.890.278.718;1;3;2;1;4;07:30;26;E09000017;1;4;3;60;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002486;09/11/2018
23479;7.662.145.643;8.865.522.783;1;3;3;5;2;22:43;26;E09000017;6;0;6;30;3;4;6;0;0;0;4;1;2;0;0;1;1;E01002430;14/11/2018
23480;7.663.436.573;8.866.437.687;1;3;2;1;6;19:40;26;E09000017;1;4;3;70;0;-1;-1;0;0;0;4;1;2;0;0;1;2;E01002447;11/11/2018
23481;7.662.998.767;886.749.031;1;3;2;1;5;11:55;26;E09000017;3;408;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002413;17/11/2018
23482;7.661.812.339;8.891.745.076;1;3;2;1;7;17:14;26;E09000017;4;466;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01002537;19/11/2018
23483;7.669.540.203;888.071.456;1;2;1;1;5;16:15;26;E09000017;5;0;6;30;0;-1;-1;0;0;5;4;1;2;0;0;1;1;E01002414;24/11/2018
23484;766.505;8.871.191.422;1;3;2;1;7;13:00;26;E09000017;3;408;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01002548;12/11/2018
23485;7.665.754.566;8.878.640.967;1;3;2;1;2;12:50;26;E09000017;4;483;3;30;3;2;5;0;0;0;1;1;1;0;0;1;1;E01002515;21/11/2018
23486;7.662.175.224;8.896.032.156;1;3;1;1;4;15:50;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;1;2;0;0;1;1;E01002480;23/11/2018
23487;7.667.166.191;8.880.794.735;1;3;2;2;5;18:00;26;E09000017;1;4;2;50;0;-1;-1;0;0;0;6;1;1;0;0;1;1;E01002446;24/11/2018
23488;7.667.765.217;8.877.049.693;1;3;2;1;4;13:44;26;E09000017;1;25;3;40;0;-1;-1;0;0;0;1;1;1;4;0;2;1;E01002444;23/11/2018
23489;7.668.769.771;8.870.066.924;1;3;1;1;3;18:17;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;6;1;1;0;0;2;1;E01002441;06/12/2018
23490;7.667.844.288;8.876.413.761;1;2;2;6;7;21:05;26;E09000017;3;408;3;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002413;05/11/2018
23491;7.664.234.033;8.873.611.563;1;3;1;1;7;14:55;26;E09000017;1;25;3;40;0;-1;-1;0;0;0;1;2;2;0;0;2;1;E01002444;05/11/2018
23492;7.668.316.154;8.872.819.332;1;3;2;1;6;07:12;26;E09000017;1;4;3;70;0;-1;-1;0;0;0;1;1;4;0;0;1;1;E01002448;25/11/2018
23493;7.667.436.271;8.871.152.189;1;3;2;1;5;23:48;26;E09000017;4;466;6;30;9;4;6;0;0;0;4;8;4;0;0;1;1;E01002436;24/11/2018
23494;7.666.041.946;8.867.116.889;1;3;2;2;2;18:19;26;E09000017;5;0;6;30;1;4;6;0;0;0;4;1;2;0;0;1;1;E01002496;28/11/2018
23495;766.557.511;8.886.025.818;1;3;2;1;5;17:45;26;E09000017;5;0;3;50;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002406;24/11/2018
23496;766.721.019;8.887.068.618;1;3;2;2;4;17:45;26;E09000017;4;466;3;30;3;4;6;0;0;0;1;1;1;0;0;2;1;E01002513;30/11/2018
23497;766.903.231;8.864.959.793;1;3;2;2;5;15:27;26;E09000017;3;40;3;50;5;4;6;0;0;0;1;1;2;0;0;2;1;E01002452;01/12/2018
23498;7.664.572.568;889.369.438;1;3;3;1;7;18:10;26;E09000017;3;312;3;50;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002507;26/11/2018
23499;7.661.282.349;8.894.670.203;1;3;2;2;7;10:16;26;E09000017;6;0;6;30;3;4;6;0;0;0;1;1;4;0;0;1;1;E01002418;19/11/2018
23500;7.662.085.725;8.889.375.525;1;3;1;1;2;06:20;26;E09000017;5;0;6;30;3;4;5;0;0;0;4;1;1;0;0;2;1;E01002442;28/11/2018
23501;7.662.137.616;8.879.848.649;1;3;1;1;2;13:40;26;E09000017;4;472;6;30;8;4;6;0;0;0;1;1;1;0;0;1;2;E01002485;21/11/2018
23502;7.664.607.799;8.885.688.153;1;3;2;1;3;17:36;26;E09000017;3;40;3;40;0;-1;-1;0;0;0;4;1;2;0;0;1;1;E01002499;06/12/2018
23503;7.667.809.841;8.866.102.429;1;3;3;2;7;09:40;26;E09000017;3;408;3;30;1;4;3;408;0;0;1;1;2;0;0;1;2;E01002486;26/11/2018
